dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,boxtxt,width,length,depth,costtomake,durability,beginstorenumber,beginstoretxt,beginNightLoading,beginAutomation,begininsurracecost,endstorenumber,endstoretxt,endNightLoading,endAutomation,endinsurracecost
10/09/21,45.725,2.527,92,EC423810,42,38,10,3.69,21,161,NM418161,No,No,2.527,220,TX253220,Yes,No,2.4663
12/09/21,25.788,2.4663,186,DM481414,48,14,14,2.56,23,117,NM418117,Yes,No,1.9876,220,TX253220,Yes,No,2.4663
11/07/21,28.327,2.4663,91,KQ264020,26,40,20,2.92,23,148,OK712148,Yes,No,2.36,220,TX253220,Yes,No,2.4663
02/07/21,10.297,2.4663,171,DA251912,25,19,12,2.36,24,129,TX253129,No,Yes,1.8218,220,TX253220,Yes,No,2.4663
02/18/21,33.547,2.4663,159,KH102813,10,28,13,1.21,24,107,NM418107,Yes,Yes,1.19,220,TX253220,Yes,No,2.4663
10/11/21,50.488,2.4663,174,KH102813,10,28,13,1.21,24,146,NM418146,Yes,No,1.74,220,TX253220,Yes,No,2.4663
04/14/21,12.041,2.4663,160,MA101120,10,11,20,2.15,22,155,OK712155,No,Yes,1.622,220,TX253220,Yes,No,2.4663
01/20/21,37.335,2.4507,155,GJ331220,33,12,20,3.09,27,187,TX253187,No,No,1.9274,215,NM418215,No,Yes,2.4507
02/14/21,19.258,2.4507,139,DA251912,25,19,12,2.36,24,187,TX253187,No,No,1.9274,215,NM418215,No,Yes,2.4507
07/04/21,30.747,2.4507,174,DX301310,30,13,10,3.91,21,120,TX253120,No,No,2.0283,215,NM418215,No,Yes,2.4507
02/04/21,32.687,2.4507,137,QH401919,40,19,19,2.39,26,193,TX253193,No,Yes,2.0263,215,NM418215,No,Yes,2.4507
01/19/21,28.453,2.4507,155,MA101120,10,11,20,2.15,22,146,NM418146,Yes,No,1.74,215,NM418215,No,Yes,2.4507
04/01/21,27.564,2.5645,137,GD341420,34,14,20,2.82,26,181,OK712181,Yes,No,2.5645,215,NM418215,No,Yes,2.4507
02/15/21,6.059,2.4507,117,DA251912,25,19,12,2.36,24,151,TX253151,No,Yes,1.9154,215,NM418215,No,Yes,2.4507
04/16/21,7.386,3.0772,168,DA251912,25,19,12,2.36,24,187,TX253187,No,No,1.9274,210,OK712210,Yes,Yes,3.0772
09/19/21,48.364,3.0772,140,DX301310,30,13,10,3.91,21,172,TX253172,No,Yes,2.4496,210,OK712210,Yes,Yes,3.0772
01/02/21,37.815,3.0772,153,MA101120,10,11,20,2.15,22,105,OK712105,Yes,No,2.0155,210,OK712210,Yes,Yes,3.0772
02/11/21,36.678,3.0772,151,DA251912,25,19,12,2.36,24,115,TX253115,No,No,1.162,210,OK712210,Yes,Yes,3.0772
12/23/21,10.395,3.0772,118,EC423810,42,38,10,3.69,21,168,OK712168,No,Yes,2.5057,210,OK712210,Yes,Yes,3.0772
12/21/21,13.46,3.5317,181,GD341420,34,14,20,2.82,26,187,TX253187,No,No,1.9274,266,NM418266,Yes,Yes,3.5317
03/19/21,41.496,3.5317,165,QH401919,40,19,19,2.39,26,177,NM418177,No,No,2.3039,266,NM418266,Yes,Yes,3.5317
03/18/21,46.918,3.5317,119,MA101120,10,11,20,2.15,22,108,OK712108,Yes,Yes,1.4731,266,NM418266,Yes,Yes,3.5317
07/14/21,29.277,3.5317,140,KQ264020,26,40,20,2.92,23,144,TX253144,Yes,Yes,2.4187,266,NM418266,Yes,Yes,3.5317
03/17/21,44.324,3.5317,109,DM481414,48,14,14,2.56,23,126,NM418126,No,Yes,1.4989,266,NM418266,Yes,Yes,3.5317
10/19/21,49.512,3.5317,159,DM481414,48,14,14,2.56,23,133,TX253133,Yes,No,1.4345,266,NM418266,Yes,Yes,3.5317
05/02/21,49.581,3.5317,119,DX301310,30,13,10,3.91,21,147,NM418147,Yes,Yes,1.4944,266,NM418266,Yes,Yes,3.5317
05/18/21,50.771,3.5317,107,DM481414,48,14,14,2.56,23,113,TX253113,Yes,No,2.0506,266,NM418266,Yes,Yes,3.5317
09/16/21,18.72,3.3284,151,KH102813,10,28,13,1.21,24,187,TX253187,No,No,1.9274,234,NM418234,No,Yes,3.3284
08/21/21,35.753,3.3284,131,GD341420,34,14,20,2.82,26,116,NM418116,Yes,Yes,1.9501,234,NM418234,No,Yes,3.3284
10/22/21,20.997,3.3284,155,NC103116,10,31,16,2.31,30,153,NM418153,No,No,1.8533,234,NM418234,No,Yes,3.3284
01/14/21,40.487,3.3284,153,MA101120,10,11,20,2.15,22,186,NM418186,Yes,No,2.2679,234,NM418234,No,Yes,3.3284
12/05/21,12.263,3.3284,185,KQ264020,26,40,20,2.92,23,168,OK712168,No,Yes,2.5057,234,NM418234,No,Yes,3.3284
11/23/21,8.277,2.4715,108,KQ264020,26,40,20,2.92,23,187,TX253187,No,No,1.9274,227,NM418227,No,No,2.4715
01/20/21,26.979,2.4715,165,EC423810,42,38,10,3.69,21,120,TX253120,No,No,2.0283,227,NM418227,No,No,2.4715
04/02/21,46.744,2.4715,171,KH102813,10,28,13,1.21,24,183,OK712183,No,Yes,2.3069,227,NM418227,No,No,2.4715
03/21/21,22.395,2.4715,128,EC423810,42,38,10,3.69,21,115,TX253115,No,No,1.162,227,NM418227,No,No,2.4715
09/06/21,35.004,2.4715,172,FD311219,31,12,19,2.64,23,123,TX253123,No,No,1.4704,227,NM418227,No,No,2.4715
04/09/21,20.987,2.4715,137,EC423810,42,38,10,3.69,21,100,OK712100,Yes,Yes,1.0142,227,NM418227,No,No,2.4715
12/23/21,44.027,2.4715,144,KH102813,10,28,13,1.21,24,162,OK712162,No,Yes,2.0861,227,NM418227,No,No,2.4715
06/20/21,11.735,2.4715,177,BQ261014,26,10,14,2.64,30,143,TX253143,No,Yes,1.9005,227,NM418227,No,No,2.4715
08/22/21,23.162,3.1374,109,GJ331220,33,12,20,3.09,27,122,TX253122,No,No,1.5313,299,NM418299,Yes,Yes,3.1374
06/06/21,45.614,3.1374,108,QH401919,40,19,19,2.39,26,103,NM418103,Yes,Yes,1.0743,299,NM418299,Yes,Yes,3.1374
03/02/21,5.422,3.1374,129,DX301310,30,13,10,3.91,21,192,TX253192,No,No,2.1589,299,NM418299,Yes,Yes,3.1374
06/08/21,29.416,3.1374,99,KH102813,10,28,13,1.21,24,147,NM418147,Yes,Yes,1.4944,299,NM418299,Yes,Yes,3.1374
07/14/21,17.884,3.1374,194,DM481414,48,14,14,2.56,23,146,NM418146,Yes,No,1.74,299,NM418299,Yes,Yes,3.1374
12/07/21,7.823,3.1374,163,GJ331220,33,12,20,3.09,27,141,TX253141,Yes,No,1.5247,299,NM418299,Yes,Yes,3.1374
01/02/21,43.064,3.4389,129,DA251912,25,19,12,2.36,24,122,TX253122,No,No,1.5313,265,NM418265,Yes,Yes,3.4389
02/08/21,47.538,3.4389,114,QH401919,40,19,19,2.39,26,165,OK712165,No,Yes,1.8487,265,NM418265,Yes,Yes,3.4389
01/15/21,17.558,3.4389,182,KH102813,10,28,13,1.21,24,121,OK712121,No,No,1.766,265,NM418265,Yes,Yes,3.4389
11/20/21,12.193,3.4389,176,FD311219,31,12,19,2.64,23,124,TX253124,Yes,Yes,1.7142,265,NM418265,Yes,Yes,3.4389
11/06/21,32.859,3.4389,123,DG282516,28,25,16,2.79,30,126,NM418126,No,Yes,1.4989,265,NM418265,Yes,Yes,3.4389
08/19/21,28.627,3.4389,140,GJ331220,33,12,20,3.09,27,105,OK712105,Yes,No,2.0155,265,NM418265,Yes,Yes,3.4389
06/02/21,5.977,3.4389,111,KQ264020,26,40,20,2.92,23,101,TX253101,Yes,No,1.1412,265,NM418265,Yes,Yes,3.4389
01/01/21,49.717,3.4389,95,DM481414,48,14,14,2.56,23,133,TX253133,Yes,No,1.4345,265,NM418265,Yes,Yes,3.4389
12/03/21,48.44,3.4389,164,BQ261014,26,10,14,2.64,30,199,TX253199,Yes,No,2.5445,265,NM418265,Yes,Yes,3.4389
03/11/21,36.05,3.4389,128,KH102813,10,28,13,1.21,24,125,TX253125,No,No,1.3809,265,NM418265,Yes,Yes,3.4389
12/31/20,21.445,3.4389,95,EC423810,42,38,10,3.69,21,146,NM418146,Yes,No,1.74,265,NM418265,Yes,Yes,3.4389
08/10/21,14.503,3.4389,133,GD341420,34,14,20,2.82,26,100,OK712100,Yes,Yes,1.0142,265,NM418265,Yes,Yes,3.4389
01/15/21,9.963,3.4389,188,BQ261014,26,10,14,2.64,30,167,NM418167,Yes,Yes,2.5544,265,NM418265,Yes,Yes,3.4389
04/24/21,23.249,3.4389,152,FD311219,31,12,19,2.64,23,178,NM418178,Yes,Yes,2.3579,265,NM418265,Yes,Yes,3.4389
04/06/21,13.644,3.4389,187,DG282516,28,25,16,2.79,30,168,OK712168,No,Yes,2.5057,265,NM418265,Yes,Yes,3.4389
09/30/21,8.944,3.243,139,EC423810,42,38,10,3.69,21,122,TX253122,No,No,1.5313,247,TX253247,No,No,3.243
09/02/21,28.76,3.243,102,DM481414,48,14,14,2.56,23,165,OK712165,No,Yes,1.8487,247,TX253247,No,No,3.243
04/23/21,30.56,3.243,179,KQ264020,26,40,20,2.92,23,134,NM418134,Yes,Yes,1.3619,247,TX253247,No,No,3.243
11/23/21,5.136,3.243,168,FD311219,31,12,19,2.64,23,197,NM418197,No,No,2.005,247,TX253247,No,No,3.243
01/13/21,37.318,3.243,177,DM481414,48,14,14,2.56,23,107,NM418107,Yes,Yes,1.19,247,TX253247,No,No,3.243
05/10/21,47.12,3.243,147,DM481414,48,14,14,2.56,23,146,NM418146,Yes,No,1.74,247,TX253247,No,No,3.243
07/03/21,25.163,3.243,173,DA251912,25,19,12,2.36,24,138,TX253138,Yes,No,2.1131,247,TX253247,No,No,3.243
10/09/21,13.867,2.8689,137,BQ261014,26,10,14,2.64,30,122,TX253122,No,No,1.5313,264,NM418264,No,Yes,2.8689
08/21/21,22.438,2.8689,120,DA251912,25,19,12,2.36,24,152,TX253152,Yes,Yes,1.5865,264,NM418264,No,Yes,2.8689
12/15/21,5.187,2.8689,138,KH102813,10,28,13,1.21,24,188,OK712188,Yes,Yes,2.0033,264,NM418264,No,Yes,2.8689
09/04/21,18.41,2.8689,169,QH401919,40,19,19,2.39,26,132,TX253132,No,No,1.3315,264,NM418264,No,Yes,2.8689
05/20/21,20.17,2.8689,103,QH401919,40,19,19,2.39,26,191,TX253191,Yes,Yes,2.3817,264,NM418264,No,Yes,2.8689
12/01/21,25.04,2.8689,100,BQ261014,26,10,14,2.64,30,183,OK712183,No,Yes,2.3069,264,NM418264,No,Yes,2.8689
08/05/21,43.423,2.8689,177,DA251912,25,19,12,2.36,24,197,NM418197,No,No,2.005,264,NM418264,No,Yes,2.8689
10/14/21,12.528,2.8689,141,DG282516,28,25,16,2.79,30,147,NM418147,Yes,Yes,1.4944,264,NM418264,No,Yes,2.8689
04/24/21,45.283,2.8689,94,MA101120,10,11,20,2.15,22,109,TX253109,No,No,1.5793,264,NM418264,No,Yes,2.8689
06/06/21,34.902,2.8689,130,DM481414,48,14,14,2.56,23,130,NM418130,No,No,1.8093,264,NM418264,No,Yes,2.8689
07/24/21,5.377,2.8689,165,DA251912,25,19,12,2.36,24,140,NM418140,Yes,No,1.4479,264,NM418264,No,Yes,2.8689
11/11/21,8.497,2.8058,100,FD311219,31,12,19,2.64,23,122,TX253122,No,No,1.5313,242,NM418242,No,Yes,2.8058
06/14/21,10.717,2.8058,111,GJ331220,33,12,20,3.09,27,161,NM418161,No,No,2.527,242,NM418242,No,Yes,2.8058
10/14/21,31.701,2.8058,185,KQ264020,26,40,20,2.92,23,172,TX253172,No,Yes,2.4496,242,NM418242,No,Yes,2.8058
10/12/21,43.05,2.8058,97,GJ331220,33,12,20,3.09,27,134,NM418134,Yes,Yes,1.3619,242,NM418242,No,Yes,2.8058
11/10/21,47.237,2.8058,145,KH102813,10,28,13,1.21,24,121,OK712121,No,No,1.766,242,NM418242,No,Yes,2.8058
11/11/21,37.931,2.8058,183,FD311219,31,12,19,2.64,23,139,TX253139,Yes,No,1.4508,242,NM418242,No,Yes,2.8058
06/17/21,42.462,2.8058,179,KQ264020,26,40,20,2.92,23,159,OK712159,Yes,No,2.3619,242,NM418242,No,Yes,2.8058
01/06/21,35.584,2.8058,145,DX301310,30,13,10,3.91,21,123,TX253123,No,No,1.4704,242,NM418242,No,Yes,2.8058
12/10/21,45.131,2.8058,153,BQ261014,26,10,14,2.64,30,180,NM418180,Yes,Yes,2.5014,242,NM418242,No,Yes,2.8058
01/09/21,37.623,2.9082,142,QH401919,40,19,19,2.39,26,161,NM418161,No,No,2.527,270,OK712270,Yes,Yes,2.9082
03/10/21,6.555,2.9082,120,EC423810,42,38,10,3.69,21,149,NM418149,Yes,Yes,1.8933,270,OK712270,Yes,Yes,2.9082
05/23/21,48.748,2.9082,160,KQ264020,26,40,20,2.92,23,102,OK712102,No,Yes,1.8185,270,OK712270,Yes,Yes,2.9082
05/18/21,21.053,2.9858,102,DA251912,25,19,12,2.36,24,200,TX253200,No,Yes,2.9858,270,OK712270,Yes,Yes,2.9082
02/16/21,17.68,2.9082,102,GD341420,34,14,20,2.82,26,107,NM418107,Yes,Yes,1.19,270,OK712270,Yes,Yes,2.9082
05/05/21,9.936,2.9082,98,DG282516,28,25,16,2.79,30,112,OK712112,Yes,Yes,2.1187,270,OK712270,Yes,Yes,2.9082
02/08/21,35.63,2.9082,116,DX301310,30,13,10,3.91,21,186,NM418186,Yes,No,2.2679,270,OK712270,Yes,Yes,2.9082
09/06/21,42.523,2.9082,154,DA251912,25,19,12,2.36,24,113,TX253113,Yes,No,2.0506,270,OK712270,Yes,Yes,2.9082
07/03/21,37.93,2.9082,135,DA251912,25,19,12,2.36,24,130,NM418130,No,No,1.8093,270,OK712270,Yes,Yes,2.9082
09/17/21,17.425,2.9082,167,DX301310,30,13,10,3.91,21,164,TX253164,Yes,No,2.0059,270,OK712270,Yes,Yes,2.9082
08/08/21,29.431,2.9082,132,GD341420,34,14,20,2.82,26,138,TX253138,Yes,No,2.1131,270,OK712270,Yes,Yes,2.9082
06/24/21,50.234,2.9082,111,KH102813,10,28,13,1.21,24,168,OK712168,No,Yes,2.5057,270,OK712270,Yes,Yes,2.9082
08/04/21,28.151,3.015,145,GD341420,34,14,20,2.82,26,161,NM418161,No,No,2.527,214,OK712214,Yes,Yes,3.015
11/30/21,44.835,3.015,106,QH401919,40,19,19,2.39,26,200,TX253200,No,Yes,2.9858,214,OK712214,Yes,Yes,3.015
05/14/21,31.254,3.015,144,DX301310,30,13,10,3.91,21,157,OK712157,Yes,Yes,2.0854,214,OK712214,Yes,Yes,3.015
03/21/21,39.764,3.015,167,NC103116,10,31,16,2.31,30,147,NM418147,Yes,Yes,1.4944,214,OK712214,Yes,Yes,3.015
10/31/21,44.736,3.015,148,FD311219,31,12,19,2.64,23,155,OK712155,No,Yes,1.622,214,OK712214,Yes,Yes,3.015
09/04/21,35.716,3.015,133,BQ261014,26,10,14,2.64,30,198,NM418198,Yes,No,2.0457,214,OK712214,Yes,Yes,3.015
01/22/21,18.416,3.015,136,KQ264020,26,40,20,2.92,23,184,TX253184,No,Yes,2.0025,214,OK712214,Yes,Yes,3.015
07/09/21,11.591,3.015,193,EC423810,42,38,10,3.69,21,140,NM418140,Yes,No,1.4479,214,OK712214,Yes,Yes,3.015
10/15/21,46.506,3.015,124,NC103116,10,31,16,2.31,30,180,NM418180,Yes,Yes,2.5014,214,OK712214,Yes,Yes,3.015
03/17/21,9.329,3.015,144,GJ331220,33,12,20,3.09,27,156,OK712156,No,No,2.0617,214,OK712214,Yes,Yes,3.015
05/16/21,16.963,3.1278,170,FD311219,31,12,19,2.64,23,161,NM418161,No,No,2.527,292,OK712292,Yes,No,3.1278
06/11/21,8.169,3.1278,134,QH401919,40,19,19,2.39,26,132,TX253132,No,No,1.3315,292,OK712292,Yes,No,3.1278
08/31/21,29.556,3.1278,156,GD341420,34,14,20,2.82,26,121,OK712121,No,No,1.766,292,OK712292,Yes,No,3.1278
05/16/21,41.791,3.1278,182,NC103116,10,31,16,2.31,30,137,OK712137,Yes,Yes,2.0729,292,OK712292,Yes,No,3.1278
05/01/21,44.283,3.1278,155,MA101120,10,11,20,2.15,22,160,TX253160,No,Yes,2.4575,292,OK712292,Yes,No,3.1278
11/23/21,7.069,3.1278,137,FD311219,31,12,19,2.64,23,184,TX253184,No,Yes,2.0025,292,OK712292,Yes,No,3.1278
04/10/21,26.597,2.5573,103,DG282516,28,25,16,2.79,30,174,OK712174,No,No,2.4035,251,TX253251,Yes,Yes,2.5573
07/01/21,6.583,2.5573,155,DM481414,48,14,14,2.56,23,132,TX253132,No,No,1.3315,251,TX253251,Yes,Yes,2.5573
10/12/21,19.634,2.5573,170,GJ331220,33,12,20,3.09,27,148,OK712148,Yes,No,2.36,251,TX253251,Yes,Yes,2.5573
03/07/21,40.91,2.5573,194,QH401919,40,19,19,2.39,26,126,NM418126,No,Yes,1.4989,251,TX253251,Yes,Yes,2.5573
12/11/21,26.027,2.6522,126,MA101120,10,11,20,2.15,22,195,TX253195,Yes,Yes,2.6522,251,TX253251,Yes,Yes,2.5573
11/24/21,14.538,2.5573,159,NC103116,10,31,16,2.31,30,137,OK712137,Yes,Yes,2.0729,251,TX253251,Yes,Yes,2.5573
09/18/21,41.167,2.5573,180,GD341420,34,14,20,2.82,26,155,OK712155,No,Yes,1.622,251,TX253251,Yes,Yes,2.5573
03/24/21,31.672,2.5573,175,KH102813,10,28,13,1.21,24,186,NM418186,Yes,No,2.2679,251,TX253251,Yes,Yes,2.5573
06/06/21,44.382,2.5573,103,KQ264020,26,40,20,2.92,23,106,NM418106,No,No,1.3273,251,TX253251,Yes,Yes,2.5573
06/14/21,50.042,2.5573,140,GD341420,34,14,20,2.82,26,168,OK712168,No,Yes,2.5057,251,TX253251,Yes,Yes,2.5573
09/20/21,6.929,3.5107,90,FD311219,31,12,19,2.64,23,174,OK712174,No,No,2.4035,288,NM418288,Yes,Yes,3.5107
12/23/21,16.363,3.5107,163,GJ331220,33,12,20,3.09,27,132,TX253132,No,No,1.3315,288,NM418288,Yes,Yes,3.5107
10/13/21,42.263,3.5107,142,NC103116,10,31,16,2.31,30,108,OK712108,Yes,Yes,1.4731,288,NM418288,Yes,Yes,3.5107
05/03/21,26.67,3.5107,140,GJ331220,33,12,20,3.09,27,196,NM418196,Yes,No,2.6256,288,NM418288,Yes,Yes,3.5107
11/04/21,49.717,3.5107,187,DM481414,48,14,14,2.56,23,101,TX253101,Yes,No,1.1412,288,NM418288,Yes,Yes,3.5107
08/31/21,35.327,3.5107,119,NC103116,10,31,16,2.31,30,139,TX253139,Yes,No,1.4508,288,NM418288,Yes,Yes,3.5107
02/17/21,32.842,3.5107,138,GD341420,34,14,20,2.82,26,118,TX253118,No,No,1.7179,288,NM418288,Yes,Yes,3.5107
12/12/21,21.786,3.5107,160,MA101120,10,11,20,2.15,22,119,NM418119,Yes,Yes,2.1247,288,NM418288,Yes,Yes,3.5107
10/14/21,35.11,3.5107,147,MA101120,10,11,20,2.15,22,155,OK712155,No,Yes,1.622,288,NM418288,Yes,Yes,3.5107
04/17/21,11.546,3.5107,128,MA101120,10,11,20,2.15,22,100,OK712100,Yes,Yes,1.0142,288,NM418288,Yes,Yes,3.5107
03/24/21,43.665,3.5107,126,DM481414,48,14,14,2.56,23,135,TX253135,Yes,Yes,1.4387,288,NM418288,Yes,Yes,3.5107
07/16/21,36.48,3.5107,155,BQ261014,26,10,14,2.64,30,104,OK712104,Yes,Yes,1.7396,288,NM418288,Yes,Yes,3.5107
12/24/21,11.244,3.5107,184,DA251912,25,19,12,2.36,24,151,TX253151,No,Yes,1.9154,288,NM418288,Yes,Yes,3.5107
02/17/21,5.328,3.7133,165,DM481414,48,14,14,2.56,23,152,TX253152,Yes,Yes,1.5865,285,NM418285,No,Yes,3.7133
12/31/20,16.8,3.7133,175,DM481414,48,14,14,2.56,23,114,OK712114,Yes,No,1.9911,285,NM418285,No,Yes,3.7133
12/05/21,28.9,3.7133,144,FD311219,31,12,19,2.64,23,126,NM418126,No,Yes,1.4989,285,NM418285,No,Yes,3.7133
11/19/21,44.844,3.7133,148,GJ331220,33,12,20,3.09,27,157,OK712157,Yes,Yes,2.0854,285,NM418285,No,Yes,3.7133
04/02/21,8.279,3.7133,142,BQ261014,26,10,14,2.64,30,153,NM418153,No,No,1.8533,285,NM418285,No,Yes,3.7133
01/22/21,49.69,3.7133,116,FD311219,31,12,19,2.64,23,141,TX253141,Yes,No,1.5247,285,NM418285,No,Yes,3.7133
09/07/21,5.976,3.7133,157,DX301310,30,13,10,3.91,21,167,NM418167,Yes,Yes,2.5544,285,NM418285,No,Yes,3.7133
05/03/21,7.166,3.7133,92,DA251912,25,19,12,2.36,24,104,OK712104,Yes,Yes,1.7396,285,NM418285,No,Yes,3.7133
08/04/21,26.018,3.7133,186,EC423810,42,38,10,3.69,21,104,OK712104,Yes,Yes,1.7396,285,NM418285,No,Yes,3.7133
03/24/21,41.328,3.7133,163,DM481414,48,14,14,2.56,23,138,TX253138,Yes,No,2.1131,285,NM418285,No,Yes,3.7133
10/24/21,41.869,3.2614,176,DG282516,28,25,16,2.79,30,165,OK712165,No,Yes,1.8487,295,NM418295,Yes,No,3.2614
05/07/21,26.728,3.2614,115,DA251912,25,19,12,2.36,24,108,OK712108,Yes,Yes,1.4731,295,NM418295,Yes,No,3.2614
04/06/21,30.15,3.2614,189,MA101120,10,11,20,2.15,22,121,OK712121,No,No,1.766,295,NM418295,Yes,No,3.2614
07/08/21,50.206,3.2614,127,DG282516,28,25,16,2.79,30,192,TX253192,No,No,2.1589,295,NM418295,Yes,No,3.2614
03/04/21,20.27,3.2614,138,QH401919,40,19,19,2.39,26,107,NM418107,Yes,Yes,1.19,295,NM418295,Yes,No,3.2614
07/05/21,12.786,3.2614,179,DA251912,25,19,12,2.36,24,159,OK712159,Yes,No,2.3619,295,NM418295,Yes,No,3.2614
04/14/21,43.035,3.2614,183,GD341420,34,14,20,2.82,26,137,OK712137,Yes,Yes,2.0729,295,NM418295,Yes,No,3.2614
08/04/21,9.288,3.2614,95,BQ261014,26,10,14,2.64,30,164,TX253164,Yes,No,2.0059,295,NM418295,Yes,No,3.2614
08/01/21,7.246,3.0471,97,GJ331220,33,12,20,3.09,27,165,OK712165,No,Yes,1.8487,283,TX253283,No,Yes,3.0471
05/04/21,37.755,3.0471,193,KQ264020,26,40,20,2.92,23,149,NM418149,Yes,Yes,1.8933,283,TX253283,No,Yes,3.0471
12/15/21,37.792,3.0471,98,FD311219,31,12,19,2.64,23,108,OK712108,Yes,Yes,1.4731,283,TX253283,No,Yes,3.0471
03/23/21,17.744,3.0471,91,DA251912,25,19,12,2.36,24,124,TX253124,Yes,Yes,1.7142,283,TX253283,No,Yes,3.0471
06/01/21,33.551,3.0471,114,NC103116,10,31,16,2.31,30,115,TX253115,No,No,1.162,283,TX253283,No,Yes,3.0471
09/16/21,40.682,3.0471,127,DX301310,30,13,10,3.91,21,141,TX253141,Yes,No,1.5247,283,TX253283,No,Yes,3.0471
07/18/21,30.708,3.0471,132,NC103116,10,31,16,2.31,30,104,OK712104,Yes,Yes,1.7396,283,TX253283,No,Yes,3.0471
05/07/21,48.179,3.0471,186,DG282516,28,25,16,2.79,30,178,NM418178,Yes,Yes,2.3579,283,TX253283,No,Yes,3.0471
01/07/21,47.23,2.9477,178,NC103116,10,31,16,2.31,30,165,OK712165,No,Yes,1.8487,209,TX253209,Yes,No,2.9477
03/09/21,7.089,2.9477,109,DM481414,48,14,14,2.56,23,117,NM418117,Yes,No,1.9876,209,TX253209,Yes,No,2.9477
02/02/21,5.627,2.9477,151,QH401919,40,19,19,2.39,26,134,NM418134,Yes,Yes,1.3619,209,TX253209,Yes,No,2.9477
05/12/21,40.293,2.9477,192,FD311219,31,12,19,2.64,23,197,NM418197,No,No,2.005,209,TX253209,Yes,No,2.9477
11/22/21,27.734,2.9477,95,DX301310,30,13,10,3.91,21,100,OK712100,Yes,Yes,1.0142,209,TX253209,Yes,No,2.9477
03/07/21,31.697,2.9477,127,GJ331220,33,12,20,3.09,27,186,NM418186,Yes,No,2.2679,209,TX253209,Yes,No,2.9477
05/07/21,8.69,2.9477,158,DX301310,30,13,10,3.91,21,143,TX253143,No,Yes,1.9005,209,TX253209,Yes,No,2.9477
10/02/21,11.137,2.9477,134,GD341420,34,14,20,2.82,26,140,NM418140,Yes,No,1.4479,209,TX253209,Yes,No,2.9477
09/16/21,15.236,2.9477,148,BQ261014,26,10,14,2.64,30,140,NM418140,Yes,No,1.4479,209,TX253209,Yes,No,2.9477
08/19/21,27.275,2.9477,184,KH102813,10,28,13,1.21,24,151,TX253151,No,Yes,1.9154,209,TX253209,Yes,No,2.9477
11/18/21,10.492,2.521,107,QH401919,40,19,19,2.39,26,188,OK712188,Yes,Yes,2.0033,225,TX253225,Yes,No,2.521
05/08/21,5.938,2.521,134,DA251912,25,19,12,2.36,24,144,TX253144,Yes,Yes,2.4187,225,TX253225,Yes,No,2.521
12/06/21,34.933,2.6256,185,KH102813,10,28,13,1.21,24,196,NM418196,Yes,No,2.6256,225,TX253225,Yes,No,2.521
03/14/21,35.374,2.521,191,DX301310,30,13,10,3.91,21,101,TX253101,Yes,No,1.1412,225,TX253225,Yes,No,2.521
01/08/21,40.552,2.521,97,MA101120,10,11,20,2.15,22,118,TX253118,No,No,1.7179,225,TX253225,Yes,No,2.521
04/21/21,20.633,2.521,113,DX301310,30,13,10,3.91,21,137,OK712137,Yes,Yes,2.0729,225,TX253225,Yes,No,2.521
06/06/21,31.117,2.521,102,GJ331220,33,12,20,3.09,27,123,TX253123,No,No,1.4704,225,TX253225,Yes,No,2.521
10/18/21,17.083,2.5645,118,GD341420,34,14,20,2.82,26,181,OK712181,Yes,No,2.5645,225,TX253225,Yes,No,2.521
06/05/21,46.517,2.521,192,KH102813,10,28,13,1.21,24,135,TX253135,Yes,Yes,1.4387,225,TX253225,Yes,No,2.521
04/15/21,26.087,2.521,156,KQ264020,26,40,20,2.92,23,166,NM418166,Yes,Yes,1.7288,225,TX253225,Yes,No,2.521
08/01/21,7.034,2.521,158,GJ331220,33,12,20,3.09,27,138,TX253138,Yes,No,2.1131,225,TX253225,Yes,No,2.521
04/12/21,45.903,2.521,132,KH102813,10,28,13,1.21,24,156,OK712156,No,No,2.0617,225,TX253225,Yes,No,2.521
03/04/21,37.781,3.1207,184,DA251912,25,19,12,2.36,24,188,OK712188,Yes,Yes,2.0033,286,TX253286,Yes,No,3.1207
04/20/21,47.897,3.1207,113,DM481414,48,14,14,2.56,23,177,NM418177,No,No,2.3039,286,TX253286,Yes,No,3.1207
06/05/21,36.712,3.1207,185,QH401919,40,19,19,2.39,26,134,NM418134,Yes,Yes,1.3619,286,TX253286,Yes,No,3.1207
11/23/21,25.189,3.1207,123,BQ261014,26,10,14,2.64,30,121,OK712121,No,No,1.766,286,TX253286,Yes,No,3.1207
05/14/21,18.119,3.1207,143,GD341420,34,14,20,2.82,26,136,OK712136,No,No,1.3875,286,TX253286,Yes,No,3.1207
09/19/21,35.453,3.1207,188,KQ264020,26,40,20,2.92,23,136,OK712136,No,No,1.3875,286,TX253286,Yes,No,3.1207
06/07/21,18.504,3.1207,185,KH102813,10,28,13,1.21,24,104,OK712104,Yes,Yes,1.7396,286,TX253286,Yes,No,3.1207
02/19/21,10.974,3.1207,100,GJ331220,33,12,20,3.09,27,178,NM418178,Yes,Yes,2.3579,286,TX253286,Yes,No,3.1207
07/20/21,19.098,3.1207,134,KQ264020,26,40,20,2.92,23,140,NM418140,Yes,No,1.4479,286,TX253286,Yes,No,3.1207
